time,open,high,low,close,vwap,volume,trades
2026-04-11 23:00:00+00:00,73406.4,73406.4,72948.3,73060.6,73147.4,42.89124801,1720
2026-04-12 00:00:00+00:00,73060.6,73139.1,72928.9,73097.1,73051.2,15.38671029,1468
2026-04-12 01:00:00+00:00,73097.2,73150.0,71334.5,71663.5,72118.4,269.26306996,5368
2026-04-12 02:00:00+00:00,71663.6,71998.9,71380.3,71800.9,71818.2,74.01464362,2723
2026-04-12 03:00:00+00:00,71800.9,71893.3,71627.0,71627.2,71737.9,77.3939294,1791
2026-04-12 04:00:00+00:00,71627.2,71700.0,71472.6,71503.6,71575.2,35.34444715,1493
2026-04-12 05:00:00+00:00,71503.7,71806.8,71464.9,71740.0,71681.0,19.89387443,1385
2026-04-12 06:00:00+00:00,71740.0,71781.0,71675.6,71684.5,71724.3,19.48851526,1225
2026-04-12 07:00:00+00:00,71685.8,71776.4,71620.1,71730.0,71727.4,26.44134107,1011
2026-04-12 08:00:00+00:00,71730.1,71814.9,71650.0,71650.1,71739.7,19.7471757,1003
2026-04-12 09:00:00+00:00,71655.0,71655.0,71548.3,71571.7,71600.6,19.81642529,819
2026-04-12 10:00:00+00:00,71571.7,71700.0,71400.0,71486.0,71548.7,25.81768913,1269
2026-04-12 11:00:00+00:00,71486.0,71557.0,71421.8,71499.1,71488.2,54.98539758,1267
2026-04-12 12:00:00+00:00,71499.1,71534.6,71103.8,71133.0,71293.4,95.75153575,2092
2026-04-12 13:00:00+00:00,71133.1,71185.6,70901.0,70911.4,71031.3,85.14046833,2710
2026-04-12 14:00:00+00:00,70911.4,71106.9,70711.8,70778.7,70956.7,136.68940503,2520
2026-04-12 15:00:00+00:00,70778.8,70957.7,70650.0,70911.0,70811.3,65.56218618,2306
2026-04-12 16:00:00+00:00,70917.7,70971.2,70848.4,70964.0,70920.7,31.3367757,1652
2026-04-12 17:00:00+00:00,70964.0,71222.0,70938.5,71150.0,71024.7,37.50514962,1866
2026-04-12 18:00:00+00:00,71163.1,71223.5,71089.8,71171.5,71182.8,33.80175426,1685
2026-04-12 19:00:00+00:00,71171.5,71253.7,71113.5,71119.9,71179.3,34.05110185,1438
2026-04-12 20:00:00+00:00,71119.9,71470.1,70970.9,71365.1,71241.2,63.34104047,2217
2026-04-12 21:00:00+00:00,71365.1,71467.9,71195.1,71357.8,71326.6,28.19659046,1533
2026-04-12 22:00:00+00:00,71379.1,71379.1,70517.7,70922.8,70823.6,113.5032613,3098
2026-04-12 23:00:00+00:00,70922.9,70922.9,70575.0,70754.1,70676.6,35.36240484,1809
2026-04-13 00:00:00+00:00,70754.1,71259.4,70630.4,71180.8,71029.1,57.34226268,2686
2026-04-13 01:00:00+00:00,71180.8,71238.7,71052.4,71204.5,71150.0,22.83943101,1638
2026-04-13 02:00:00+00:00,71204.6,71271.3,71007.5,71070.5,71109.4,14.14498986,1396
2026-04-13 03:00:00+00:00,71070.5,71150.0,70938.6,71001.4,71067.9,12.36757227,1192
2026-04-13 04:00:00+00:00,71001.4,71139.8,70858.8,70912.7,71009.1,30.87187156,1441
